"Date","Price","Open","High","Low","Vol.","Change %"
"May 26, 2021","3,963.79","3,859.77","4,032.47","3,669.65","7.17K","2.68%"
"May 25, 2021","3,860.52","4,159.50","4,329.92","3,298.36","13.45K","-7.19%"
"May 24, 2021","4,159.50","2,723.30","4,239.96","2,723.17","27.72K","52.73%"
"May 23, 2021","2,723.39","2,764.67","2,879.03","1,835.38","19.21K","-1.49%"
"May 22, 2021","2,764.67","3,113.24","3,209.98","2,546.25","11.25K","-11.19%"
"May 21, 2021","3,113.18","3,933.35","4,174.41","2,715.08","9.47K","-20.85%"
"May 20, 2021","3,933.35","3,487.81","4,208.44","3,049.26","11.34K","12.77%"
"May 19, 2021","3,487.81","4,649.58","4,734.73","2,610.08","17.40K","-24.99%"
"May 18, 2021","4,649.58","4,258.30","5,029.46","4,203.37","7.16K","9.19%"
"May 17, 2021","4,258.30","4,549.45","4,780.83","4,135.17","7.91K","-6.40%"
"May 16, 2021","4,549.45","4,595.81","4,916.10","4,205.22","5.81K","-1.01%"
"May 15, 2021","4,595.81","5,006.78","5,128.70","4,584.37","5.59K","-8.21%"
"May 14, 2021","5,006.78","4,754.79","5,348.37","4,719.02","5.49K","5.30%"
"May 13, 2021","4,754.79","4,919.98","5,304.63","4,450.87","12.14K","-3.36%"
"May 12, 2021","4,919.98","5,366.66","6,091.29","4,853.26","10.82K","-8.43%"
